text,emoji
Cleaning toilets is a tough job for a plumber.,"[':toilet:', ':construction_worker:', ':hammer_and_wrench:']"
"""That's a dirty foot!""","[':thumbs_down:', ':foot:']"
"""That foot is so dirty, it makes me feel nauseous!""","[':nauseated_face:', ':foot:']"
"""That dirty foot really stinks!""","[':hot_face:', ':foot:', ':pile_of_poo:']"
"""I need to wash my dirty foot.""","[':soap:', ':foot:']"
The thought of a dirty foot makes me feel nauseous.,"[':face_vomiting:', ':foot:']"
"""Watch out for that dirty foot!""","[':pile_of_poo:', ':footprints:']"
"""My foot is so dirty that it makes me feel disgusted.""","[':confounded_face:', ':foot:']"
The smell of that dirty foot made me feel nauseous.,"[':nose:', ':foot:', ':nauseated_face:']"
"""That dirty fish dish is not appealing at all.""","[':thumbs_down:', ':fish:']"
The dirty dish has a fly on it.,"[':fork_and_knife_with_plate:', ':fly:']"
The dirty dish makes me feel anxious and I just can't stand it.,"[':fork_and_knife_with_plate:', ':anxious_face_with_sweat:', ':thumbs_down:']"
It's time to wash the dirty dishes.,"[':soap:', ':fork_and_knife_with_plate:']"
"""That dirty dish made me feel nauseous!""","[':face_vomiting:', ':fork_and_knife_with_plate:']"
"""There's a dirty dish on the table that looks like a mess!""","[':pile_of_poo:', ':fork_and_knife_with_plate:']"
The dirty dish made me feel nauseous.,"[':face_vomiting:', ':fork_and_knife_with_plate:']"
"""Time to wash the dirty dishes!""","[':soap:', ':fork_and_knife_with_plate:', ':petri_dish:']"
The rundown slum is a place filled with dirt and neglect.,"[':thumbs_down:', ':derelict_house:']"
The fly buzzed around the filthy home in the slum.,"[':fly:', ':house:']"
The slum is filled with germs and unsanitary conditions.,"[':microbe:', ':hut:', ':microbe:']"
The filthy slum is in desperate need of cleaning to eliminate the germs and grime.,"[':soap:', ':microbe:', ':derelict_house:']"
The filthy conditions of the slum make anyone feel nauseous.,"[':face_vomiting:', ':hut:']"
"The rundown slum is filled with filth and poverty, where money seems to disappear just as quickly as it comes.","[':pile_of_poo:', ':money_with_wings:', ':house:']"
"In the rundown slum, the air was thick with despair, and the locals stumbled around like zombies, their faces marked by exhaustion and hopelessness.","[':woozy_face:', ':man_zombie:']"
"In a dirty slum, frustration and desperation often lead to risky financial decisions.","[':persevering_face:', ':no_one_under_eighteen:', ':money_with_wings:']"
"""Writing reports on unpleasant tasks is not enjoyable.""","[':thumbs_down:', ':memo:']"
The police are issuing a summons for the illegal activities involved in the dirty work.,"[':oncoming_police_car:', ':page_with_curl:']"
"""Cleaning up the mess in the bathroom could lead to a surprising reward for the elderly couple.""","[':plunger:', ':toilet:', ':broom:', ':money_bag:', ':old_woman:', ':old_man:']"
"""The job involves dealing with the dirty work of handling germs and pathogens.""","[':microbe:', ':briefcase:']"
Doing the dirty work can sometimes feel disgusting and unpleasant.,"[':face_vomiting:', ':hammer_and_wrench:']"
"""Dealing with the messy tasks in the office requires a lot of effort and a protective mindset.""","[':pile_of_poo:', ':rescue_worker’s_helmet:', ':briefcase:']"
"""I'm feeling annoyed about having to deal with this dirty work and pack my bags.""","[':unamused_face:', ':luggage:']"
"""Fixing the toilet is a tough job for the maintenance worker.""","[':toilet:', ':construction_worker:', ':hammer_and_wrench:']"
"""Rejecting dirty money.""","[':thumbs_down:', ':money_bag:']"
"""An unscrupulous character is making a fortune with dirty money.""","[':money-mouth_face:', ':money_with_wings:', ':supervillain:']"
"The devil is trying to get away with dirty money, but the police are on the case.","[':smiling_face_with_horns:', ':dollar_banknote:', ':dollar_banknote:', ':prohibited:', ':backhand_index_pointing_right:', ':police_officer:']"
"""Silent about the dirty money, I can't help but feel greedy as it flows in.""","[':microbe:', ':zipper-mouth_face:', ':money-mouth_face:', ':money_with_wings:', ':microbe:']"
The sight of dirty money makes me feel nauseous.,"[':face_vomiting:', ':dollar_banknote:']"
"""Unclean profits are often referred to as dirty money.""","[':pile_of_poo:', ':dollar_banknote:', ':money_bag:']"
"""Feeling frustrated about the shady dealings that come with dirty money.""","[':unamused_face:', ':money_bag:']"
The police are stopping a vehicle involved in a dirty money operation.,"[':police_car:', ':stop_sign:', ':dollar_banknote:', ':dollar_banknote:', ':dollar_banknote:']"
The dirty overall is not worth keeping.,"[':thumbs_down:', ':coat:']"
This situation is really disgusting and makes me feel nauseous.,"[':nauseated_face:', ':face_vomiting:', ':unamused_face:']"
"Feeling overwhelmed and frustrated, I need to take a bath to wash off the dirt and grime.","[':face_with_spiral_eyes:', ':confounded_face:', ':backhand_index_pointing_right:', ':bathtub:']"
It's time to wash the dirty clothes.,"[':soap:', ':t-shirt:']"
The outfit looks so dirty that it makes me want to vomit.,"[':face_vomiting:', ':dress:', ':woman’s_clothes:']"
"""There's a dirty overall that needs to be cleaned.""","[':pile_of_poo:', ':kimono:']"
The man feels nauseous because his overall is dirty.,"[':man_standing:', ':nauseated_face:']"
The dirty overalls are covered in mud and stains.,"[':pile_of_poo:', ':jeans:']"
"""A dirty fighter resorts to cheap tactics and plays unfairly in the ring.""","[':thumbs_down:', ':boxing_glove:']"
The dirty fighter was furious and enraged after the unfair tactics used by their opponent.,"[':face_with_symbols_on_mouth:', ':pouting_face:']"
A dirty fighter uses underhanded tactics to gain an unfair advantage in a competition.,"[':cross_mark:', ':balance_scale:', ':flexed_biceps:', ':man_bald:', ':anger_symbol:']"
A dirty fighter resorts to foul tactics during a wrestling match.,"[':face_with_symbols_on_mouth:', ':men_wrestling:']"
The dirty fighter made the crowd sick with their underhanded tactics.,"[':face_vomiting:', ':martial_arts_uniform:']"
"""That dirty fighter isn't afraid to get down and dirty in the ring!""","[':pile_of_poo:', ':oncoming_fist:', ':boxing_glove:']"
A fighter who uses underhanded tactics and plays dirty in the ring.,"[':expressionless_face:', ':unamused_face:', ':boxing_glove:']"
A dirty fighter uses underhanded tactics to gain an advantage in the ring.,"[':angry_face_with_horns:', ':oncoming_fist:', ':boxing_glove:', ':people_wrestling:']"
Setting up a computer is a common procedure for starting work or school.,[':desktop_computer:']
"""Reviewing the common procedure step-by-step.""","[':grimacing_face:', ':clipboard:', ':keycap_1:', ':keycap_2:', ':keycap_3:']"
"""People are engaging in a common procedure of exchanging ideas.""","[':busts_in_silhouette:', ':clockwise_vertical_arrows:']"
"""Use a ladder to reach high places safely.""","[':play_button:', ':ladder:']"
"""Writing down important information is a common procedure.""","[':palms_up_together:', ':writing_hand:']"
"""Using a screwdriver and a wrench together is a common procedure for assembling furniture.""","[':screwdriver:', ':wrench:', ':handshake:']"
The common procedure involves a group of healthcare professionals administering vaccinations to patients.,"[':busts_in_silhouette:', ':syringe:', ':stethoscope:', ':adhesive_bandage:', ':drop_of_blood:', ':health_worker:', ':busts_in_silhouette:']"
The common procedure involves a healthcare professional administering a vaccine.,"[':counterclockwise_arrows_button:', ':health_worker:', ':syringe:']"
"""Using critical thinking and knowledge helps us understand the world better.""","[':face_with_monocle:', ':brain:']"
"""Thinking about why some common knowledge seems so obvious, yet others find it challenging.""","[':brain:', ':thinking_face:', ':unamused_face:']"
"""People often share common knowledge by discussing books together.""","[':busts_in_silhouette:', ':books:']"
"""Using your brain to understand common knowledge.""","[':play_button:', ':brain:']"
"""Sharing knowledge and ideas enriches our understanding.""","[':palms_up_together:', ':brain:']"
"""People often share common knowledge and ideas with each other.""","[':disguised_face:', ':woman_and_man_holding_hands:', ':palms_up_together:']"
"""People sharing and discussing common knowledge through books and reading.""","[':busts_in_silhouette:', ':books:', ':open_book:', ':busts_in_silhouette:']"
"""Understanding the world requires a collective brain, as common knowledge connects us all.""","[':brain:', ':brain:', ':globe_showing_Americas:']"
The common land is a beautiful landscape filled with nature and open spaces for everyone to enjoy.,[':national_park:']
"The vibrant city skyline, with its towering buildings and iconic bridges, contrasts beautifully with the serene island landscape nearby, showcasing the diverse types of common land we can experience.","[':cityscape_at_dusk:', ':cityscape:', ':bridge_at_night:', ':desert_island:']"
"""People gather on the common land in the mountains.""","[':busts_in_silhouette:', ':mountain:']"
"""Build a foundation on common land.""","[':play_button:', ':brick:']"
"""Open hands welcome everyone to share in the beauty of our common land.""","[':palms_up_together:', ':cityscape_at_dusk:']"
"""People are coming together to share and protect a common land.""","[':handshake:', ':desert_island:']"
"""People gather together on common land to celebrate and enjoy their shared space.""","[':busts_in_silhouette:', ':desert_island:', ':raising_hands:', ':busts_in_silhouette:']"
"The emoji represents various territories and regions around the world, highlighting the concept of common land shared by diverse communities.","[':globe_showing_Americas:', ':Åland_Islands:', ':British_Indian_Ocean_Territory:', ':British_Virgin_Islands:', ':Caribbean_Netherlands:', ':Caribbean_Netherlands:', ':Cayman_Islands:']"
The constant noise from the construction site is such a common nuisance that it makes me want to scream in frustration.,[':face_with_symbols_on_mouth:']
"""Dealing with constant interruptions can be a real common nuisance.""","[':unamused_face:', ':unamused_face:']"
Dealing with annoying people can be a common nuisance.,"[':busts_in_silhouette:', ':weary_face:']"
Feeling under the weather with a cold and a headache is a common nuisance that many people experience.,"[':face_with_thermometer:', ':face_with_head-bandage:']"
"""Please stop bothering me; I'm not interested in what you're offering.""","[':palms_up_together:', ':man_gesturing_NO:']"
"""I'm really frustrated with this common nuisance.""","[':unamused_face:', ':anger_symbol:', ':man_frowning:']"
"""People often find flies, cockroaches, and spiders to be common nuisances.""","[':busts_in_silhouette:', ':fly:', ':cockroach:', ':spider:', ':busts_in_silhouette:']"
"""People often find it annoying when someone keeps making silly faces.""","[':squinting_face_with_tongue:', ':squinting_face_with_tongue:', ':counterclockwise_arrows_button:']"
A common sailor navigates the seas on his sailboat.,"[':sailboat:', '', ':man_light_skin_tone:', ':anchor:', '']"
Two sailors on a ship are ready to set sail.,"[':ship:', ':anchor:', ':men_holding_hands:']"
A common sailor is often seen working alongside his crew on a boat.,"[':busts_in_silhouette:', ':man_blond_hair:', ':sailboat:', '']"
A common sailor sets sail on the open sea.,"[':play_button:', ':sailboat:']"
A common sailor welcomes the boat with open hands.,"[':palms_up_together:', ':sailboat:', ':man:']"
A young boy dreams of becoming a common sailor and navigating the open waters in his speedboat.,"[':speedboat:', ':boy:']"
"A common sailor works diligently on a ship, navigating the seas and ensuring safe passage.","[':man_pilot:', ':anchor:']"
A common sailor navigates a speedboat across the water.,"[':pilot:', ':speedboat:']"
"The common housefly buzzes around, often landing on food and surfaces in our homes.",[':fly:']
"The common housefly is often seen buzzing around the house, and its presence can leave us feeling indifferent or annoyed.","[':fly:', ':neutral_face:']"
Two people are discussing a common housefly.,"[':busts_in_silhouette:', ':fly:']"
A neighborhood is buzzing with common houseflies.,"[':houses:', ':houses:', ':houses:', ':fly:', ':fly:', ':fly:', ':fly:', ':fly:']"
"""Here are my hands trying to catch a common housefly.""","[':palms_up_together:', ':fly:']"
"The common housefly buzzes around the house, often landing on food and surfaces.",[':fly:']
"""There are two people discussing the common housefly.""","[':busts_in_silhouette:', ':busts_in_silhouette:', ':fly:']"
A common housefly is buzzing around the house.,"[':house:', ':fly:']"
"A common man goes about his daily life, embodying the experiences and struggles of everyday people.",[':man_light_skin_tone:']
"The common man stands in uncertainty, unsure of what to do next.","[':person_standing:', ':person_standing:', ':person_shrugging:']"
"""The common man is not alone; he stands with others.""","[':busts_in_silhouette:', ':man_standing:']"
Three boys representing the common man.,"[':play_button:', ':boy:', ':boy:', ':boy:']"
A common man extends his hands in gesture of openness and generosity.,"[':palms_up_together:', ':man:']"
A common man strives to make a living and support his family.,[':man:']
The common man is often represented by everyday individuals working together and supporting one another.,"[':man:', ':man:', ':man:', ':man:']"
"The common man is represented by a diverse group of individuals, showcasing different hairstyles and backgrounds.","[':man:', ':person_curly_hair:', ':man_curly_hair:']"
A businesswoman is discussing important matters in a meeting.,"[':woman_office_worker:', ':speaking_head:', ':briefcase:']"
"""Speaking clearly is essential for effective communication.""","[':speaking_head:', ':check_mark_button:', ':OK_button:']"
"""People are engaging in conversation.""","[':busts_in_silhouette:', ':speaking_head:']"
"""Let's speak in common terms.""","[':play_button:', ':speaking_head:']"
"""Let's work together and support each other.""","[':palms_up_together:', ':handshake:']"
"""Well done, kid!""","[':clapping_hands:', ':boy:', ':person_curly_hair:']"
"""People are engaging in conversation.""","[':speaking_head:', ':left-right_arrow:', ':speaking_head:']"
"""Let's discuss our thoughts and ideas in these notebooks.""","[':notebook:', ':notebook_with_decorative_cover:', ':speech_balloon:', ':thought_balloon:']"
This stylish handbag represents a popular luxury brand.,[':handbag:']
"""These stylish accessories represent a common brand known for its fashionable eyewear, handbags, and clothing.""","[':glasses:', ':clutch_bag:', ':dress:', ':necktie:', ':copyright:']"
"""Two friends are shopping for a trendy handbag from a popular brand.""","[':busts_in_silhouette:', ':woman_tipping_hand_light_skin_tone:', ':handbag:']"
"""Shop for your favorite common brand items with a simple click!""","[':play_button:', ':shopping_cart:', ':purse:']"
"""Sharing a smartphone with open hands represents a popular tech brand.""","[':palms_up_together:', ':mobile_phone:']"
"The arrows point diagonally downwards, suggesting a common brand that often features a downward trend or movement, like a discount or a sale.","[':down-right_arrow:', ':down-left_arrow:']"
"""People are preparing for a trip with various bags and luggage from a popular brand.""","[':busts_in_silhouette:', ':luggage:', ':purse:', ':briefcase:', ':backpack:', ':handbag:', ':busts_in_silhouette:']"
"""Returning items from popular stores.""","[':shopping_bags:', ':shopping_bags:', ':counterclockwise_arrows_button:']"
"""Rock on with heavy metal music!""",[':sign_of_the_horns:']
Lifting heavy weights requires the right equipment and dedication to build strength.,"[':person_lifting_weights:', ':gear:']"
"""Balancing the weight of heavy metal music with unbreakable connections.""","[':balance_scale:', ':link:']"
"""Strength and craftsmanship unite in the heavy metal scene, where anchors and chains symbolize resilience, while tools and swords represent the raw power of the music.""","[':person_lifting_weights_light_skin_tone:', ':hammer_and_wrench:', ':anchor:', ':link:', ':nut_and_bolt:', ':crossed_swords:']"
"""Forging chains with heavy metal tools.""","[':hammer_and_pick:', ':chains:']"
"""I'm feeling overwhelmed by the heavy metal music.""","[':downcast_face_with_sweat:', ':rock:']"
"""Balancing the power of machinery and justice in the world of heavy metal.""","[':balance_scale:', ':gear:']"
"The heavy load consists of nine boxes, and it's overwhelming!","[':package:', ':package:', ':package:', ':package:', ':package:', ':package:', ':package:', ':package:', ':package:', ':multiply:', ':hundred_points:']"
"""Carrying a heavy load requires strength and determination.""","[':person_lifting_weights:', ':backpack:']"
The weightlifter is preparing to lift a heavy load.,"[':man_lifting_weights:', ':package:']"
"""Transporting a heavy load with a weightlifting enthusiast, a tractor, and a suitcase.""","[':person_lifting_weights_light_skin_tone:', ':tractor:', ':luggage:']"
"""Lifting heavy weights can be explosive for your strength training.""","[':collision:', ':person_lifting_weights:']"
"""I'm feeling overwhelmed by this heavy load.""","[':downcast_face_with_sweat:', ':package:']"
"""Carrying a heavy load requires strength and determination.""","[':flexed_biceps:', ':purse:']"
The heavy fog is so thick that visibility is reduced to zero.,"[':fog:', ':foggy:', ':multiply:', ':hundred_points:']"
"The heavy fog blanketed the landscape, making it difficult to see anything beyond a few feet ahead.","[':fog:', ':fog:']"
"""Even the strongest lifter struggles to see through the heavy fog.""","[':man_lifting_weights:', ':fog:']"
The heavy fog made it difficult to see anything clearly.,"[':fog:', ':face_in_clouds:']"
"The heavy fog made it difficult to see, leaving me feeling uncertain and skeptical about the road ahead.","[':fog:', ':face_with_raised_eyebrow:']"
"The heavy fog made it difficult to see, leaving me feeling anxious and disoriented.","[':downcast_face_with_sweat:', ':face_in_clouds:']"
"The heavy fog rolled in, reducing visibility and creating an eerie atmosphere.","[':fog:', ':dashing_away:']"
"""Enjoy the full game for free!""","[':hundred_points:', ':FREE_button:', ':video_game:']"
"""Hit the target and score points in the full basketball game!""","[':bullseye:', ':basketball:']"
"""Achieving a perfect score in the full game!""","[':video_game:', ':hundred_points:']"
"""Get ready to play the full game and race to the finish!""","[':video_game:', ':chequered_flag:']"
"""Thumbs up for the full game!""","[':thumbs_up:', ':video_game:']"
"""It's midnight, and the full game is about to begin!""","[':twelve_o’clock:', ':alien_monster:']"
"""Three friends are ready to play a full multiplayer game together.""","[':video_game:', ':men_holding_hands:', ':men_holding_hands:']"
The auditorium is completely full with an audience of diverse individuals.,"[':ticket:', ':person:', ':man:', ':person_curly_hair:', ':woman_curly_hair:', ':Japanese_no_vacancy_button:']"
"The auditorium is filled with people standing, creating a lively atmosphere.","[':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':synagogue:']"
A woman and a man are conducting a tech workshop in a full auditorium.,"[':woman_technologist:', ':man_technologist:', ':school:']"
"""There's no room for a UFO in the full auditorium.""","[':cross_mark:', ':flying_saucer:', ':stadium:']"
The auditorium is completely full.,"[':Japanese_no_vacancy_button:', ':school:']"
"""Students filled the auditorium, eagerly waiting for the presentation on fuel efficiency.""","[':fuel_pump:', '', ':school:']"
"The theater is packed with excited audience members, all holding their tickets for a night of captivating performances.","[':admission_tickets:', ':admission_tickets:', ':performing_arts:']"
"""Give it your full attention!""","[':hundred_points:', ':red_exclamation_mark:']"
"The woman is intensely focused, her mind blown by what she has discovered.","[':woman:', ':face_with_monocle:', ':exploding_head:']"
"""Give it your full attention!""","[':hundred_points:', ':red_exclamation_mark:']"
"""With full attention, the nerdy student focuses intently on his studies, eager to learn from his teacher and excel in his academic journey.""","[':nerd_face:', ':man_technologist:', ':man_teacher:', ':man_student:']"
"With full attention, I carefully analyze and take notes.","[':face_with_monocle:', ':writing_hand:']"
The pilot is giving his full attention to the flight and the passengers.,[':man_pilot:']
"The attentive student raises his hand in class, eager to participate and listen closely.","[':man_raising_hand:', ':ear_with_hearing_aid:', ':school:']"
A glass full of milk and water.,"[':glass_of_milk:', ':plus:', ':potable_water:', ':potable_water:', ':potable_water:', ':potable_water:', ':potable_water:', ':Japanese_no_vacancy_button:']"
The glass of milk is full.,"[':glass_of_milk:', ':Japanese_no_vacancy_button:']"
"""Here’s a full glass of milk!""","[':hundred_points:', ':glass_of_milk:']"
A full glass of refreshing water and milk.,"[':potable_water:', ':glass_of_milk:']"
The glass is full of water.,"[':potable_water:', ':check_mark_button:']"
A full glass of beer is ready to be enjoyed.,[':beer_mug:']
"""Cheers to a full glass of milk!""","[':glass_of_milk:', ':clinking_glasses:']"
"""With love and family, hard work leads to financial success and a fulfilling life.""","[':heart_suit:', ':family_man_woman_girl_boy:', ':briefcase:', ':money_bag:', ':money_bag:', ':money_bag:', ':hundred_points:']"
"""Embracing a full life means enjoying the beauty of nature, from serene moonlit nights by the mountains to breathtaking sunrises.""","[':moon_viewing_ceremony:', ':snow-capped_mountain:', ':sunrise_over_mountains:']"
"""Finding joy and contentment in the warmth of home and love is the essence of a full life.""","[':smiling_face_with_hearts:', ':smiling_face:', ':house_with_garden:']"
"""Celebrating the joy and fulfillment of a vibrant life filled with happiness and wonderful moments!""","[':party_popper:', ':smiling_face_with_smiling_eyes:', ':relieved_face:', ':smiling_face_with_open_hands:', ':partying_face:', ':star-struck:']"
"""Embracing joy and love brings a sense of fullness to life.""","[':smiling_face_with_smiling_eyes:', ':heart_suit:']"
"""Living life to the fullest can be a wild rollercoaster of emotions, full of laughter and sometimes feeling overwhelmed!""","[':hot_face:', ':rolling_on_the_floor_laughing:', ':hot_face:', ':rolling_on_the_floor_laughing:']"
"""Embracing a joyful and vibrant life filled with love and celebration.""","[':grinning_squinting_face:', ':partying_face:', ':couple_with_heart:']"
The little boy is playing happily in the park.,[':boy:']
A little boy is standing.,"[':boy:', ':person_standing:']"
A little boy is using his fingers to show how small something is.,"[':pinching_hand:', ':baby:', ':boy:']"
The little boy is playing in the park.,[':boy:']
The little boy is pointing down.,"[':backhand_index_pointing_down_light_skin_tone:', ':boy:']"
A little boy is pointing at a baby.,"[':boy:', ':backhand_index_pointing_left:', ':baby:']"
The little boy is playing happily in the park.,[':boy_light_skin_tone:']
The little boy is using his fingers to show something small.,"[':pinching_hand:', ':boy:']"
The little man with a beard is ready for an adventure.,[':man_beard:']
A little man is standing tall and reaching up.,"[':person_standing:', ':up-down_arrow:', ':pinching_hand:']"
A young boy is becoming a little man.,"[':boy:', ':person_red_hair:']"
A tiny man is standing.,"[':pinching_hand:', ':man_standing:']"
The little man is walking downwards.,"[':backhand_index_pointing_down_light_skin_tone:', ':man_walking:']"
The little man is strong!,"[':flexed_biceps:', ':boy:']"
A little man is making a tiny gesture.,"[':pinching_hand_light_skin_tone:', ':man_light_skin_tone:']"
The little man is holding up his finger to indicate something small.,"[':pinching_hand:', ':man_blond_hair:']"
A cozy little house awaits you.,[':house:']
The little house is small and cozy.,"[':house:', ':up-down_arrow:', ':pinching_hand:']"
"""Lower your expectations for the little house.""","[':house:', ':downwards_button:']"
The tiny house is just the perfect size for a cozy living space.,"[':pinching_hand:', ':house_with_garden:']"
A quaint little house is like a beautiful painting.,"[':framed_picture:', ':house_with_garden:']"
The little house stands abandoned and in disrepair.,[':derelict_house:']
The tiny house is perfect for minimal living.,"[':pinching_hand_light_skin_tone:', ':house:']"
"""That's a tiny house!""","[':pinching_hand:', ':house:']"
"""There's plenty of delicious food to enjoy, including burgers, hot dogs, and tacos!""","[':hamburger:', ':hot_dog:', ':taco:', ':smiling_face_with_smiling_eyes:']"
Families gather together to enjoy a delicious meal with plenty of food for everyone.,"[':family_woman_woman_girl_girl:', ':family_man_man_girl_girl:', ':family_man_woman_girl_girl:', ':fork_and_knife_with_plate:', ':hundred_points:']"
"The table is filled with a variety of delicious foods, including rice balls, steamed rice, rice crackers, and steaming bowls of ramen.","[':rice_ball:', ':cooked_rice:', ':rice_cracker:', ':steaming_bowl:']"
"There is plenty of food available, including fresh bread, pancakes, canned goods, curry, and soup.","[':baguette_bread:', ':pancakes:', ':canned_food:', ':curry_rice:', ':pot_of_food:']"
"""Everything is perfect for a delicious meal with plenty of food, including a fresh apple!""","[':OK_hand_light_skin_tone:', ':fork_and_knife_with_plate:', ':red_apple:']"
"There is an abundance of delicious and diverse food options available, including green apples, red apples, pears, oranges, potatoes, sweet potatoes, croissants, bagels, bread, a clay pot, peaches, coconuts, and kiwis.","[':green_apple:', ':red_apple:', ':pear:', ':tangerine:', ':potato:', ':roasted_sweet_potato:', ':croissant:', ':bagel:', ':bread:', ':flatbread:', ':peach:', ':coconut:', ':kiwi_fruit:']"
"There is an abundance of delicious food, including burgers, hot dogs, tacos, burritos, sandwiches, and pizza.","[':hamburger:', ':hot_dog:', ':taco:', ':burrito:', ':sandwich:', ':pizza:']"
"""Feeling excited to share and enjoy plenty of delicious food!""","[':open_hands:', ':face_savoring_food:']"
"""With an ample supply of resources, we can expect a positive growth trend.""","[':smiling_face_with_smiling_eyes:', ':chart_increasing:']"
"Families are thriving and growing together, leading to an ample supply of love and support.","[':family_woman_woman_girl_girl:', ':family_man_man_girl_girl:', ':family_man_woman_girl_girl:', ':chart_increasing:']"
"The supply is abundant, as indicated by the decreasing trend in inventory levels and the successful tracking of stock.","[':chart_decreasing:', ':clipboard:', ':check_mark_button:']"
"The table is set with plenty of food, ensuring an ample supply for everyone.","[':fork_and_knife_with_plate:', ':check_mark_button:', '']"
"""Everything is secure and in ample supply.""","[':OK_hand_light_skin_tone:', ':locked:']"
"With an ample supply of delicious foods like green apples, bananas, croissants, tacos, sandwiches, pretzels, cheese, eggs, pancakes, leafy greens, chilies, skewers, bubble tea, chestnuts, cookies, cake, champagne","[':green_apple:', ':banana:', ':croissant:', ':taco:', ':sandwich:', ':pretzel:', ':cheese_wedge:', ':egg:', ':pancakes:', ':leafy_green:', ':hot_pepper:', ':oden:', ':bubble_tea:', ':chestnut:', ':cookie:', ':birthday_cake:', ':clinking_glasses:', ':ice_cream:']"
"""The woman is happily indicating that there is an ample supply of boxes available.""","[':woman_gesturing_OK_light_skin_tone:', ':package:']"
"""With open hands, we welcome an ample supply of resources for growth.""","[':open_hands:', ':chart_increasing:']"
"""Embracing my ample waistline with a smile!""",[':smiling_face_with_smiling_eyes:']
"""Expecting a baby, my waistline is growing steadily.""","[':pregnant_woman:', ':chart_increasing:']"
"""The measuring tape indicates that the jeans have an ample waistline.""","[':straight_ruler:', ':jeans:']"
"""With plenty of delicious pasta served at the holiday feast, it's no wonder my waistline is feeling ample!""","[':fork_and_knife:', ':fork_and_knife:', ':spaghetti:', ':Santa_Claus:']"
"""She flaunted her ample waistline in a stylish dress.""","[':pinched_fingers_light_skin_tone:', ':dress:']"
"""With a healthy bank account and plenty of cash flowing in, my ample waistline reflects the abundance of good living.""","[':money_with_wings:', ':bank:', ':dollar_banknote:', ':coin:', ':money_bag:', ':chart_increasing_with_yen:', ':ATM_sign:', ':heavy_dollar_sign:', ':credit_card:', ':money-mouth_face:']"
"""She confidently embraces her ample waistline while wearing stylish shorts.""","[':woman_gesturing_OK_light_skin_tone:', ':shorts:']"
"""Embracing a beautiful journey of pregnancy with a lovely ample waistline.""","[':open_hands:', ':pregnant_woman:']"
"""I'm feeling dizzy and confused by this puzzling statement.""","[':face_with_spiral_eyes:', ':thinking_face:']"
"""Can you help me understand this confusing statement?""","[':speech_balloon:', ':red_question_mark:', ':red_question_mark:', ':face_with_spiral_eyes:']"
"""Can anyone explain what this confusing statement really means?""","[':speaking_head:', ':red_question_mark:', ':exclamation_question_mark:', ':thinking_face:', ':person_shrugging:']"
The question remains unanswered and leaves us all confused.,"[':red_question_mark:', '', ':red_question_mark:', '', ':red_question_mark:', '', ':red_question_mark:', '']"
"""I'm really puzzled by this statement; can you help clarify?""","[':face_with_monocle:', ':red_question_mark:']"
"""I'm really confused about this situation; can someone explain what's going on?""","[':exclamation_question_mark:', ':exclamation_question_mark:', ':red_question_mark:', ':white_question_mark:', ':woman_shrugging:', ':person_shrugging:', ':man_shrugging:']"
"""I’m confused and questioning what you just said!""","[':face_with_spiral_eyes:', ':face_with_raised_eyebrow:', ':red_question_mark:']"
"""I have no idea what you're talking about!""","[':woman_shrugging:', ':speaking_head:']"
"""Seeing such a breathtaking view left me utterly amazed and filled with excitement!""","[':exploding_head:', ':star-struck:']"
"""That was an absolutely remarkable sight that left me in awe!""","[':star-struck:', ':exploding_head:', ':fireworks:']"
"""Wow, that's an absolutely amazing sight that I love and can't take my eyes off!""","[':astonished_face:', ':hundred_points:', ':smiling_face_with_hearts:', ':eyes:']"
"""Behold this remarkable sight!""","[':national_park:', ':eyes:', ':check_mark_button:', '']"
"""I was amazed by the remarkable sight of the breathtaking landscape.""","[':star-struck:', ':national_park:']"
"""Those eyes are drawn to the remarkable sight of the beautiful moonlit festival.""","[':eyes:', ':moon_viewing_ceremony:']"
"""Wow, that was an absolutely remarkable sight!""",[':star-struck:']
"""Look at that stunning artwork; it's truly a remarkable sight!""","[':eyes:', ':framed_picture:']"
"""I'm feeling really bored and uninterested right now.""","[':expressionless_face:', ':yawning_face:']"
Feeling uninspired and emotionally flat today.,"[':confused_face:', ':expressionless_face:', ':face_without_mouth:']"
I'm feeling really bored and unenthused right now.,"[':expressionless_face:', ':yawning_face:']"
Feeling bored and unenthused.,"[':yawning_face:', ':unamused_face:']"
I feel really bored and unenthusiastic right now.,"[':yawning_face:', ':unamused_face:']"
"""I'm feeling frustrated and down today.""","[':thumbs_down:', ':face_with_steam_from_nose:']"
Feeling down and struggling to shake off this dull mood.,"[':pensive_face:', ':sleepy_face:']"
Feeling overwhelmed and stuck in a dull mood.,[':downcast_face_with_sweat:']
The soccer match was so dull that I couldn't help but yawn.,"[':expressionless_face:', ':yawning_face:', ':soccer_ball:']"
"The party felt lackluster, like a piñata that was never filled, leaving everyone feeling as uninspired as a forgotten teddy bear.","[':expressionless_face:', ':pinata:', ':teddy_bear:']"
The dull play left me feeling bored and yawning.,"[':yawning_face:', ':performing_arts:']"
The performance was so uninspiring that I couldn't help but yawn through the entire dull play.,"[':yawning_face:', ':performing_arts:']"
